"year","month","scenario","measure","x","y","value"
2030,"dec","A1B","tavg",-124.25,42.25,8.75233
2030,"dec","A1B","tavg",-123.75,42.25,5.93544
2030,"dec","A1B","tavg",-123.25,42.25,4.82091
2030,"dec","A1B","tavg",-122.75,42.25,3.7865
2030,"dec","A1B","tavg",-122.25,42.25,1.49737
2030,"dec","A1B","tavg",-121.75,42.25,1.3803
2030,"dec","A1B","tavg",-121.25,42.25,0.6567
2030,"dec","A1B","tavg",-120.75,42.25,-0.07754
2030,"dec","A1B","tavg",-120.25,42.25,0.07573
2030,"dec","A1B","tavg",-117.75,42.25,0.70968
2030,"dec","A1B","tavg",-117.25,42.25,-0.42931
2070,"dec","A1B","tavg",-122.25,48.75,4.77938
2070,"dec","A1B","tavg",-121.75,48.75,0.72307
2070,"dec","A1B","tavg",-121.25,48.75,-2.3214
2070,"dec","A1B","tavg",-120.75,48.75,-4.18677
2070,"dec","A1B","tavg",-120.25,48.75,-3.91411
2070,"dec","A1B","tavg",-119.75,48.75,-2.9056
2070,"dec","A1B","tavg",-119.25,48.75,-1.97412
2070,"dec","A1B","tavg",-118.75,48.75,-2.98604
2070,"dec","A1B","tavg",-118.25,48.75,-2.49372
2070,"dec","A1B","tavg",-117.75,48.75,-1.95805
2070,"dec","A1B","tavg",-117.25,48.75,-2.29874
2070,"dec","A1B","tavg",-122.25,48.25,6.14423
2070,"dec","A1B","tavg",-121.75,48.25,2.94449
2070,"dec","A1B","tavg",-121.25,48.25,-1.39809
2070,"dec","A1B","tavg",-120.75,48.25,-3.29151
2070,"dec","A1B","tavg",-120.25,48.25,-2.23311
2070,"dec","A1B","tavg",-119.75,48.25,-0.37093
2070,"dec","A1B","tavg",-119.25,48.25,-1.59624
2070,"dec","A1B","tavg",-118.75,48.25,-2.25519
2070,"dec","A1B","tavg",-118.25,48.25,-1.756
2070,"dec","A1B","tavg",-117.75,48.25,-1.41077
2070,"dec","A1B","tavg",-117.25,48.25,-1.4363
2070,"dec","A1B","tavg",-124.25,47.75,5.69257
2070,"dec","A1B","tavg",-123.75,47.75,3.21934
2070,"dec","A1B","tavg",-123.25,47.75,2.02136
2070,"dec","A1B","tavg",-122.25,47.75,6.86451
2070,"dec","A1B","tavg",-121.75,47.75,4.05767
2070,"dec","A1B","tavg",-121.25,47.75,-0.4218
2070,"dec","A1B","tavg",-120.75,47.75,-1.22229
2070,"dec","A1B","tavg",-120.25,47.75,-0.46312
2070,"dec","A1B","tavg",-119.75,47.75,-0.30326
2070,"dec","A1B","tavg",-119.25,47.75,0.53107
2070,"dec","A1B","tavg",-118.75,47.75,0.65104
2070,"dec","A1B","tavg",-118.25,47.75,0.50773
2070,"dec","A1B","tavg",-117.75,47.75,0.7214
2070,"dec","A1B","tavg",-117.25,47.75,1.09733
2070,"dec","A1B","tavg",-123.75,47.25,5.54515
2070,"dec","A1B","tavg",-123.25,47.25,5.56373
2070,"dec","A1B","tavg",-122.75,47.25,6.46551
2070,"dec","A1B","tavg",-122.25,47.25,6.38076
2070,"dec","A1B","tavg",-121.75,47.25,2.68305
2070,"dec","A1B","tavg",-121.25,47.25,-0.1899
2070,"dec","A1B","tavg",-120.75,47.25,-0.50446
2070,"dec","A1B","tavg",-120.25,47.25,0.08567
2070,"dec","A1B","tavg",-119.75,47.25,0.82804
2070,"dec","A1B","tavg",-119.25,47.25,1.64907
2070,"dec","A1B","tavg",-118.75,47.25,1.50877
2070,"dec","A1B","tavg",-118.25,47.25,1.32733
2070,"dec","A1B","tavg",-117.75,47.25,1.75227
2070,"dec","A1B","tavg",-117.25,47.25,1.73387
2070,"dec","A1B","tavg",-123.75,46.75,6.43571
2070,"dec","A1B","tavg",-123.25,46.75,5.656
2070,"dec","A1B","tavg",-122.75,46.75,5.88947
2070,"dec","A1B","tavg",-122.25,46.75,4.54864
2070,"dec","A1B","tavg",-121.75,46.75,1.15278
2070,"dec","A1B","tavg",-121.25,46.75,-0.32334
2070,"dec","A1B","tavg",-120.75,46.75,1.24604
2070,"dec","A1B","tavg",-120.25,46.75,0.94526
2070,"dec","A1B","tavg",-119.75,46.75,2.56032
2070,"dec","A1B","tavg",-119.25,46.75,2.75191
2070,"dec","A1B","tavg",-118.75,46.75,2.49818
2070,"dec","A1B","tavg",-118.25,46.75,3.07696
2070,"dec","A1B","tavg",-117.75,46.75,3.38928
2070,"dec","A1B","tavg",-117.25,46.75,2.49851
2070,"dec","A1B","tavg",-123.25,46.25,5.33934
2070,"dec","A1B","tavg",-122.75,46.25,5.66304
2070,"dec","A1B","tavg",-122.25,46.25,3.30796
2070,"dec","A1B","tavg",-121.75,46.25,1.64317
2070,"dec","A1B","tavg",-121.25,46.25,0.34654
2070,"dec","A1B","tavg",-120.75,46.25,1.53488
2070,"dec","A1B","tavg",-120.25,46.25,2.59531
2070,"dec","A1B","tavg",-119.75,46.25,2.95739
2070,"dec","A1B","tavg",-119.25,46.25,3.71697
2070,"dec","A1B","tavg",-118.75,46.25,4.10004
2070,"dec","A1B","tavg",-118.25,46.25,3.89993
2070,"dec","A1B","tavg",-117.75,46.25,1.94104
2070,"dec","A1B","tavg",-117.25,46.25,2.62291
2070,"dec","A1B","tavg",-123.75,45.75,5.8775
2070,"dec","A1B","tavg",-123.25,45.75,4.88908
2070,"dec","A1B","tavg",-122.75,45.75,6.37113
2070,"dec","A1B","tavg",-122.25,45.75,4.79746
2070,"dec","A1B","tavg",-121.75,45.75,2.8422
2070,"dec","A1B","tavg",-121.25,45.75,2.92233
2070,"dec","A1B","tavg",-120.75,45.75,2.83143
2070,"dec","A1B","tavg",-120.25,45.75,3.60798
2070,"dec","A1B","tavg",-119.75,45.75,4.45504
2070,"dec","A1B","tavg",-119.25,45.75,4.37966
2070,"dec","A1B","tavg",-118.75,45.75,4.09011
2070,"dec","A1B","tavg",-118.25,45.75,1.93011
2070,"dec","A1B","tavg",-117.75,45.75,0.45927
2070,"dec","A1B","tavg",-117.25,45.75,0.36144
2070,"dec","A1B","tavg",-123.75,45.25,6.65784
2070,"dec","A1B","tavg",-123.25,45.25,6.06605
2070,"dec","A1B","tavg",-122.75,45.25,6.77115
2070,"dec","A1B","tavg",-122.25,45.25,5.01911
2070,"dec","A1B","tavg",-121.75,45.25,1.42329
2070,"dec","A1B","tavg",-121.25,45.25,2.66637
2070,"dec","A1B","tavg",-120.75,45.25,2.96962
2070,"dec","A1B","tavg",-120.25,45.25,3.16111
2070,"dec","A1B","tavg",-119.75,45.25,3.0546
2070,"dec","A1B","tavg",-119.25,45.25,1.89541
2070,"dec","A1B","tavg",-118.75,45.25,0.91288
2070,"dec","A1B","tavg",-118.25,45.25,0.36666
2070,"dec","A1B","tavg",-117.75,45.25,0.24286
2070,"dec","A1B","tavg",-117.25,45.25,-2.14037
2070,"dec","A1B","tavg",-123.75,44.75,6.86496
2070,"dec","A1B","tavg",-123.25,44.75,7.07209
2070,"dec","A1B","tavg",-122.75,44.75,6.21944
2070,"dec","A1B","tavg",-122.25,44.75,3.17855
2070,"dec","A1B","tavg",-121.75,44.75,1.78258
2070,"dec","A1B","tavg",-121.25,44.75,3.51971
2070,"dec","A1B","tavg",-120.75,44.75,2.01877
2070,"dec","A1B","tavg",-120.25,44.75,2.32024
2070,"dec","A1B","tavg",-119.75,44.75,2.65692
2070,"dec","A1B","tavg",-119.25,44.75,2.05701
2070,"dec","A1B","tavg",-118.75,44.75,-0.23446
2070,"dec","A1B","tavg",-118.25,44.75,-1.45799
2070,"dec","A1B","tavg",-117.75,44.75,-0.01353
2070,"dec","A1B","tavg",-117.25,44.75,0.18261
2070,"dec","A1B","tavg",-123.75,44.25,7.54667
2070,"dec","A1B","tavg",-123.25,44.25,7.68417
2070,"dec","A1B","tavg",-122.75,44.25,5.7854
2070,"dec","A1B","tavg",-122.25,44.25,3.6292
2070,"dec","A1B","tavg",-121.75,44.25,1.39116
2070,"dec","A1B","tavg",-121.25,44.25,2.85668
2070,"dec","A1B","tavg",-120.75,44.25,1.74024
2070,"dec","A1B","tavg",-120.25,44.25,0.80403
2070,"dec","A1B","tavg",-119.75,44.25,1.31349
2070,"dec","A1B","tavg",-119.25,44.25,0.83745
2070,"dec","A1B","tavg",-118.75,44.25,-0.15077
2070,"dec","A1B","tavg",-118.25,44.25,-0.78837
2070,"dec","A1B","tavg",-117.75,44.25,-0.01299
2070,"dec","A1B","tavg",-117.25,44.25,1.19052
2070,"dec","A1B","tavg",-123.75,43.75,7.88512
2070,"dec","A1B","tavg",-123.25,43.75,7.47095
2070,"dec","A1B","tavg",-122.75,43.75,5.54625
2070,"dec","A1B","tavg",-122.25,43.75,3.05809
2070,"dec","A1B","tavg",-121.75,43.75,1.60612
2070,"dec","A1B","tavg",-121.25,43.75,1.15834
2070,"dec","A1B","tavg",-120.75,43.75,1.15626
2070,"dec","A1B","tavg",-120.25,43.75,1.26888
2070,"dec","A1B","tavg",-119.75,43.75,1.15465
2070,"dec","A1B","tavg",-119.25,43.75,0.7315
2070,"dec","A1B","tavg",-118.75,43.75,0.15145
2070,"dec","A1B","tavg",-118.25,43.75,0.71613
2070,"dec","A1B","tavg",-117.75,43.75,0.93597
2070,"dec","A1B","tavg",-117.25,43.75,2.21259
2070,"dec","A1B","tavg",-124.25,43.25,9.46416
2070,"dec","A1B","tavg",-123.75,43.25,7.53505
2070,"dec","A1B","tavg",-123.25,43.25,7.32694
2070,"dec","A1B","tavg",-122.75,43.25,4.80757
2070,"dec","A1B","tavg",-122.25,43.25,1.67372
2070,"dec","A1B","tavg",-121.75,43.25,1.37579
2070,"dec","A1B","tavg",-121.25,43.25,1.28301
2070,"dec","A1B","tavg",-120.75,43.25,1.50933
2070,"dec","A1B","tavg",-118.25,43.25,1.7189
2070,"dec","A1B","tavg",-117.75,43.25,1.34592
2070,"dec","A1B","tavg",-117.25,43.25,1.59001
2070,"dec","A1B","tavg",-124.25,42.75,8.90619
2070,"dec","A1B","tavg",-123.75,42.75,6.59998
2070,"dec","A1B","tavg",-123.25,42.75,6.22002
2070,"dec","A1B","tavg",-122.75,42.75,5.06914
2070,"dec","A1B","tavg",-122.25,42.75,1.92694
2070,"dec","A1B","tavg",-121.75,42.75,1.76908
2070,"dec","A1B","tavg",-121.25,42.75,1.15594
2070,"dec","A1B","tavg",-120.75,42.75,0.69169
2070,"dec","A1B","tavg",-118.25,42.75,2.71537
2070,"dec","A1B","tavg",-117.75,42.75,2.37638
2070,"dec","A1B","tavg",-117.25,42.75,1.48266
2070,"dec","A1B","tavg",-124.25,42.25,9.36626
2070,"dec","A1B","tavg",-123.75,42.25,6.54692
2070,"dec","A1B","tavg",-123.25,42.25,5.53395
2070,"dec","A1B","tavg",-122.75,42.25,4.60081
2070,"dec","A1B","tavg",-122.25,42.25,2.41306
2070,"dec","A1B","tavg",-121.75,42.25,2.39685
2070,"dec","A1B","tavg",-121.25,42.25,1.77515
2070,"dec","A1B","tavg",-120.75,42.25,1.14752
2070,"dec","A1B","tavg",-120.25,42.25,1.40398
2070,"dec","A1B","tavg",-117.75,42.25,2.00007
2070,"dec","A1B","tavg",-117.25,42.25,0.84155
2030,"feb","A1B","tavg",-122.25,48.75,3.71386
2030,"feb","A1B","tavg",-121.75,48.75,-0.36335
2030,"feb","A1B","tavg",-121.25,48.75,-3.16926
2030,"feb","A1B","tavg",-120.75,48.75,-4.97799
2030,"feb","A1B","tavg",-120.25,48.75,-4.83998
2030,"feb","A1B","tavg",-119.75,48.75,-3.67386
2030,"feb","A1B","tavg",-119.25,48.75,-2.58051
2030,"feb","A1B","tavg",-118.75,48.75,-3.5941
2030,"feb","A1B","tavg",-118.25,48.75,-3.0889
2030,"feb","A1B","tavg",-117.75,48.75,-2.75132
2030,"feb","A1B","tavg",-117.25,48.75,-3.23681
2030,"feb","A1B","tavg",-122.25,48.25,4.97655
2030,"feb","A1B","tavg",-121.75,48.25,1.96928
2030,"feb","A1B","tavg",-121.25,48.25,-2.29752
2030,"feb","A1B","tavg",-120.75,48.25,-4.01794
2030,"feb","A1B","tavg",-120.25,48.25,-2.70519
2030,"feb","A1B","tavg",-119.75,48.25,-0.66141
2030,"feb","A1B","tavg",-119.25,48.25,-1.8359
2030,"feb","A1B","tavg",-118.75,48.25,-2.52411
2030,"feb","A1B","tavg",-118.25,48.25,-2.01506
2030,"feb","A1B","tavg",-117.75,48.25,-1.78003
2030,"feb","A1B","tavg",-117.25,48.25,-1.8526
2030,"feb","A1B","tavg",-124.25,47.75,5.07617
2030,"feb","A1B","tavg",-123.75,47.75,2.38004
2030,"feb","A1B","tavg",-123.25,47.75,0.4789
2030,"feb","A1B","tavg",-122.25,47.75,5.93483
2030,"feb","A1B","tavg",-121.75,47.75,3.06234
2030,"feb","A1B","tavg",-121.25,47.75,-1.72455
2030,"feb","A1B","tavg",-120.75,47.75,-1.92484
2030,"feb","A1B","tavg",-120.25,47.75,-0.97959
2030,"feb","A1B","tavg",-119.75,47.75,-0.45864
2030,"feb","A1B","tavg",-119.25,47.75,0.18707
2030,"feb","A1B","tavg",-118.75,47.75,0.21834
2030,"feb","A1B","tavg",-118.25,47.75,0.15237
2030,"feb","A1B","tavg",-117.75,47.75,0.27715
2030,"feb","A1B","tavg",-117.25,47.75,0.5689
2030,"feb","A1B","tavg",-123.75,47.25,5.11726
2030,"feb","A1B","tavg",-123.25,47.25,5.07631
2030,"feb","A1B","tavg",-122.75,47.25,5.77942
2030,"feb","A1B","tavg",-122.25,47.25,5.60971
2030,"feb","A1B","tavg",-121.75,47.25,1.72148
2030,"feb","A1B","tavg",-121.25,47.25,-1.1599
2030,"feb","A1B","tavg",-120.75,47.25,-1.15718
2030,"feb","A1B","tavg",-120.25,47.25,-0.28529
2030,"feb","A1B","tavg",-119.75,47.25,0.94437
2030,"feb","A1B","tavg",-119.25,47.25,1.6824
2030,"feb","A1B","tavg",-118.75,47.25,1.52717
2030,"feb","A1B","tavg",-118.25,47.25,1.28008
2030,"feb","A1B","tavg",-117.75,47.25,1.63015
2030,"feb","A1B","tavg",-117.25,47.25,1.49643
2030,"feb","A1B","tavg",-123.75,46.75,6.0478
2030,"feb","A1B","tavg",-123.25,46.75,5.24809
2030,"feb","A1B","tavg",-122.75,46.75,5.35386
2030,"feb","A1B","tavg",-122.25,46.75,3.65155
2030,"feb","A1B","tavg",-121.75,46.75,-0.0174
2030,"feb","A1B","tavg",-121.25,46.75,-1.56505
2030,"feb","A1B","tavg",-120.75,46.75,0.85555
2030,"feb","A1B","tavg",-120.25,46.75,0.9152
2030,"feb","A1B","tavg",-119.75,46.75,2.72
2030,"feb","A1B","tavg",-119.25,46.75,2.96321
2030,"feb","A1B","tavg",-118.75,46.75,2.75971
2030,"feb","A1B","tavg",-118.25,46.75,3.05957
2030,"feb","A1B","tavg",-117.75,46.75,3.28203
2030,"feb","A1B","tavg",-117.25,46.75,2.26436
2030,"feb","A1B","tavg",-123.25,46.25,5.02244
2030,"feb","A1B","tavg",-122.75,46.25,5.2786
2030,"feb","A1B","tavg",-122.25,46.25,2.43165
2030,"feb","A1B","tavg",-121.75,46.25,0.43666
2030,"feb","A1B","tavg",-121.25,46.25,-0.47828
2030,"feb","A1B","tavg",-120.75,46.25,1.24642
2030,"feb","A1B","tavg",-120.25,46.25,2.55869
2030,"feb","A1B","tavg",-119.75,46.25,2.92848
2030,"feb","A1B","tavg",-119.25,46.25,3.73323
2030,"feb","A1B","tavg",-118.75,46.25,4.13119
2030,"feb","A1B","tavg",-118.25,46.25,3.60923
2030,"feb","A1B","tavg",-117.75,46.25,1.19485
2030,"feb","A1B","tavg",-117.25,46.25,2.10864
2030,"feb","A1B","tavg",-123.75,45.75,5.52394
2030,"feb","A1B","tavg",-123.25,45.75,4.66997
2030,"feb","A1B","tavg",-122.75,45.75,6.16555
2030,"feb","A1B","tavg",-122.25,45.75,4.18179
2030,"feb","A1B","tavg",-121.75,45.75,2.12221
2030,"feb","A1B","tavg",-121.25,45.75,2.56327
2030,"feb","A1B","tavg",-120.75,45.75,2.44913
2030,"feb","A1B","tavg",-120.25,45.75,3.16658
2030,"feb","A1B","tavg",-119.75,45.75,3.92499
2030,"feb","A1B","tavg",-119.25,45.75,3.95066
2030,"feb","A1B","tavg",-118.75,45.75,3.57482
2030,"feb","A1B","tavg",-118.25,45.75,1.19062
2030,"feb","A1B","tavg",-117.75,45.75,-0.173
2030,"feb","A1B","tavg",-117.25,45.75,-0.17319
2030,"feb","A1B","tavg",-123.75,45.25,6.24076
2030,"feb","A1B","tavg",-123.25,45.25,5.88538
2030,"feb","A1B","tavg",-122.75,45.25,6.56274
2030,"feb","A1B","tavg",-122.25,45.25,4.17858
2030,"feb","A1B","tavg",-121.75,45.25,0.37165
2030,"feb","A1B","tavg",-121.25,45.25,2.37152
2030,"feb","A1B","tavg",-120.75,45.25,2.5489
2030,"feb","A1B","tavg",-120.25,45.25,2.57531
2030,"feb","A1B","tavg",-119.75,45.25,2.25747
2030,"feb","A1B","tavg",-119.25,45.25,1.05643
2030,"feb","A1B","tavg",-118.75,45.25,0.03968
2030,"feb","A1B","tavg",-118.25,45.25,-0.42772
2030,"feb","A1B","tavg",-117.75,45.25,-0.72621
2030,"feb","A1B","tavg",-117.25,45.25,-3.17694
2030,"feb","A1B","tavg",-123.75,44.75,6.52376
2030,"feb","A1B","tavg",-123.25,44.75,6.72408
2030,"feb","A1B","tavg",-122.75,44.75,5.74486
2030,"feb","A1B","tavg",-122.25,44.75,2.66154
2030,"feb","A1B","tavg",-121.75,44.75,1.1311
2030,"feb","A1B","tavg",-121.25,44.75,2.84992
2030,"feb","A1B","tavg",-120.75,44.75,1.43464
2030,"feb","A1B","tavg",-120.25,44.75,1.61242
2030,"feb","A1B","tavg",-119.75,44.75,2.02054
2030,"feb","A1B","tavg",-119.25,44.75,1.53119
2030,"feb","A1B","tavg",-118.75,44.75,-0.94854
2030,"feb","A1B","tavg",-118.25,44.75,-2.2551
2030,"feb","A1B","tavg",-117.75,44.75,-0.34353
2030,"feb","A1B","tavg",-117.25,44.75,-0.18833
2030,"feb","A1B","tavg",-123.75,44.25,7.37106
2030,"feb","A1B","tavg",-123.25,44.25,7.37944
2030,"feb","A1B","tavg",-122.75,44.25,5.41919
2030,"feb","A1B","tavg",-122.25,44.25,2.95939
2030,"feb","A1B","tavg",-121.75,44.25,0.597
2030,"feb","A1B","tavg",-121.25,44.25,2.39608
2030,"feb","A1B","tavg",-120.75,44.25,1.22838
2030,"feb","A1B","tavg",-120.25,44.25,0.28655
2030,"feb","A1B","tavg",-119.75,44.25,0.7538
2030,"feb","A1B","tavg",-119.25,44.25,0.56321
2030,"feb","A1B","tavg",-118.75,44.25,-0.43548
2030,"feb","A1B","tavg",-118.25,44.25,-0.63189
2030,"feb","A1B","tavg",-117.75,44.25,-0.09393
2030,"feb","A1B","tavg",-117.25,44.25,1.31311
2030,"feb","A1B","tavg",-123.75,43.75,7.49262
2030,"feb","A1B","tavg",-123.25,43.75,7.19852
2030,"feb","A1B","tavg",-122.75,43.75,5.2913
2030,"feb","A1B","tavg",-122.25,43.75,2.59746
2030,"feb","A1B","tavg",-121.75,43.75,1.05162
2030,"feb","A1B","tavg",-121.25,43.75,0.61583
2030,"feb","A1B","tavg",-120.75,43.75,0.71538
2030,"feb","A1B","tavg",-120.25,43.75,1.02968
2030,"feb","A1B","tavg",-119.75,43.75,0.70498
2030,"feb","A1B","tavg",-119.25,43.75,0.50663
2030,"feb","A1B","tavg",-118.75,43.75,0.08711
2030,"feb","A1B","tavg",-118.25,43.75,0.8569
2030,"feb","A1B","tavg",-117.75,43.75,1.45904
2030,"feb","A1B","tavg",-117.25,43.75,2.39617
2030,"feb","A1B","tavg",-124.25,43.25,9.00125
2030,"feb","A1B","tavg",-123.75,43.25,7.11336
2030,"feb","A1B","tavg",-123.25,43.25,7.04897
2030,"feb","A1B","tavg",-122.75,43.25,4.39198
2030,"feb","A1B","tavg",-122.25,43.25,1.32857
2030,"feb","A1B","tavg",-121.75,43.25,1.07029
2030,"feb","A1B","tavg",-121.25,43.25,0.60385
2030,"feb","A1B","tavg",-120.75,43.25,1.28473
2030,"feb","A1B","tavg",-118.25,43.25,1.68242
2030,"feb","A1B","tavg",-117.75,43.25,1.72746
2030,"feb","A1B","tavg",-117.25,43.25,1.29147
2030,"feb","A1B","tavg",-124.25,42.75,8.09099
2030,"feb","A1B","tavg",-123.75,42.75,6.26098
2030,"feb","A1B","tavg",-123.25,42.75,6.00546
2030,"feb","A1B","tavg",-122.75,42.75,5.06083
2030,"feb","A1B","tavg",-122.25,42.75,1.69814
2030,"feb","A1B","tavg",-121.75,42.75,1.64522
2030,"feb","A1B","tavg",-121.25,42.75,0.9749
2030,"feb","A1B","tavg",-120.75,42.75,0.33777
2030,"feb","A1B","tavg",-118.25,42.75,2.44848
2030,"feb","A1B","tavg",-117.75,42.75,2.64155
2030,"feb","A1B","tavg",-117.25,42.75,1.21863
2030,"feb","A1B","tavg",-124.25,42.25,8.66629
2030,"feb","A1B","tavg",-123.75,42.25,6.20737
2030,"feb","A1B","tavg",-123.25,42.25,5.73792
2030,"feb","A1B","tavg",-122.75,42.25,4.97681
2030,"feb","A1B","tavg",-122.25,42.25,2.66529
2030,"feb","A1B","tavg",-121.75,42.25,2.60689
2030,"feb","A1B","tavg",-121.25,42.25,1.98794
2030,"feb","A1B","tavg",-120.75,42.25,1.18729
2030,"feb","A1B","tavg",-120.25,42.25,1.16802
2030,"feb","A1B","tavg",-117.75,42.25,1.51717
2030,"feb","A1B","tavg",-117.25,42.25,0.92557
2070,"feb","A1B","tavg",-122.25,48.75,4.86615
2070,"feb","A1B","tavg",-121.75,48.75,0.84475
2070,"feb","A1B","tavg",-121.25,48.75,-1.90777
2070,"feb","A1B","tavg",-120.75,48.75,-3.66512
2070,"feb","A1B","tavg",-120.25,48.75,-3.473
2070,"feb","A1B","tavg",-119.75,48.75,-2.28209
2070,"feb","A1B","tavg",-119.25,48.75,-1.18791
2070,"feb","A1B","tavg",-118.75,48.75,-2.19824
2070,"feb","A1B","tavg",-118.25,48.75,-1.68963
2070,"feb","A1B","tavg",-117.75,48.75,-1.34859
2070,"feb","A1B","tavg",-117.25,48.75,-1.83093
2070,"feb","A1B","tavg",-122.25,48.25,6.14926
2070,"feb","A1B","tavg",-121.75,48.25,3.22207
2070,"feb","A1B","tavg",-121.25,48.25,-0.9653
2070,"feb","A1B","tavg",-120.75,48.25,-2.60669
2070,"feb","A1B","tavg",-120.25,48.25,-1.21702
2070,"feb","A1B","tavg",-119.75,48.25,0.8652
2070,"feb","A1B","tavg",-119.25,48.25,-0.30759
2070,"feb","A1B","tavg",-118.75,48.25,-0.99451
2070,"feb","A1B","tavg",-118.25,48.25,-0.48159
2070,"feb","A1B","tavg",-117.75,48.25,-0.24199
2070,"feb","A1B","tavg",-117.25,48.25,-0.31331
2070,"feb","A1B","tavg",-124.25,47.75,5.94883
2070,"feb","A1B","tavg",-123.75,47.75,3.25458
2070,"feb","A1B","tavg",-123.25,47.75,1.45713
2070,"feb","A1B","tavg",-122.25,47.75,7.12505
2070,"feb","A1B","tavg",-121.75,47.75,4.35749
2070,"feb","A1B","tavg",-121.25,47.75,-0.32445
2070,"feb","A1B","tavg",-120.75,47.75,-0.42219
2070,"feb","A1B","tavg",-120.25,47.75,0.62622
2070,"feb","A1B","tavg",-119.75,47.75,1.19709
2070,"feb","A1B","tavg",-119.25,47.75,1.84588
2070,"feb","A1B","tavg",-118.75,47.75,1.88041
2070,"feb","A1B","tavg",-118.25,47.75,1.81761
2070,"feb","A1B","tavg",-117.75,47.75,1.94785
2070,"feb","A1B","tavg",-117.25,47.75,2.24481
2070,"feb","A1B","tavg",-123.75,47.25,5.96885
2070,"feb","A1B","tavg",-123.25,47.25,6.04355
2070,"feb","A1B","tavg",-122.75,47.25,6.86515
2070,"feb","A1B","tavg",-122.25,47.25,6.81032
2070,"feb","A1B","tavg",-121.75,47.25,3.03968
2070,"feb","A1B","tavg",-121.25,47.25,0.27288
2070,"feb","A1B","tavg",-120.75,47.25,0.39042
2070,"feb","A1B","tavg",-120.25,47.25,1.3766
2070,"feb","A1B","tavg",-119.75,47.25,2.66359
2070,"feb","A1B","tavg",-119.25,47.25,3.41214
2070,"feb","A1B","tavg",-118.75,47.25,3.26582
2070,"feb","A1B","tavg",-118.25,47.25,3.0276
2070,"feb","A1B","tavg",-117.75,47.25,3.39029
2070,"feb","A1B","tavg",-117.25,47.25,3.26616
2070,"feb","A1B","tavg",-123.75,46.75,6.91121
2070,"feb","A1B","tavg",-123.25,46.75,6.2235
2070,"feb","A1B","tavg",-122.75,46.75,6.44128
2070,"feb","A1B","tavg",-122.25,46.75,4.85094
2070,"feb","A1B","tavg",-121.75,46.75,1.29129
2070,"feb","A1B","tavg",-121.25,46.75,-0.14231
2070,"feb","A1B","tavg",-120.75,46.75,2.38852
2070,"feb","A1B","tavg",-120.25,46.75,2.56028
2070,"feb","A1B","tavg",-119.75,46.75,4.43397
2070,"feb","A1B","tavg",-119.25,46.75,4.69825
2070,"feb","A1B","tavg",-118.75,46.75,4.51603
2070,"feb","A1B","tavg",-118.25,46.75,4.83904
2070,"feb","A1B","tavg",-117.75,46.75,5.083
2070,"feb","A1B","tavg",-117.25,46.75,4.08704
2070,"feb","A1B","tavg",-123.25,46.25,6.00557
2070,"feb","A1B","tavg",-122.75,46.25,6.37345
2070,"feb","A1B","tavg",-122.25,46.25,3.63287
2070,"feb","A1B","tavg",-121.75,46.25,1.74491
2070,"feb","A1B","tavg",-121.25,46.25,0.93972
2070,"feb","A1B","tavg",-120.75,46.25,2.77245
2070,"feb","A1B","tavg",-120.25,46.25,4.19136
2070,"feb","A1B","tavg",-119.75,46.25,4.63386
2070,"feb","A1B","tavg",-119.25,46.25,5.47209
2070,"feb","A1B","tavg",-118.75,46.25,5.90596
2070,"feb","A1B","tavg",-118.25,46.25,5.41875
2070,"feb","A1B","tavg",-117.75,46.25,3.03704
2070,"feb","A1B","tavg",-117.25,46.25,3.98438
2070,"feb","A1B","tavg",-123.75,45.75,6.40984
2070,"feb","A1B","tavg",-123.25,45.75,5.66084
2070,"feb","A1B","tavg",-122.75,45.75,7.26147
2070,"feb","A1B","tavg",-122.25,45.75,5.38248
2070,"feb","A1B","tavg",-121.75,45.75,3.42251
2070,"feb","A1B","tavg",-121.25,45.75,3.96796
2070,"feb","A1B","tavg",-120.75,45.75,3.96121
2070,"feb","A1B","tavg",-120.25,45.75,4.78386
2070,"feb","A1B","tavg",-119.75,45.75,5.62938
2070,"feb","A1B","tavg",-119.25,45.75,5.70154
2070,"feb","A1B","tavg",-118.75,45.75,5.37166
2070,"feb","A1B","tavg",-118.25,45.75,3.03614
2070,"feb","A1B","tavg",-117.75,45.75,1.71088
2070,"feb","A1B","tavg",-117.25,45.75,1.75673
2070,"feb","A1B","tavg",-123.75,45.25,7.13909
2070,"feb","A1B","tavg",-123.25,45.25,6.88535
2070,"feb","A1B","tavg",-122.75,45.25,7.66337
2070,"feb","A1B","tavg",-122.25,45.25,5.38157
2070,"feb","A1B","tavg",-121.75,45.25,1.66918
2070,"feb","A1B","tavg",-121.25,45.25,3.77175
2070,"feb","A1B","tavg",-120.75,45.25,4.0521
2070,"feb","A1B","tavg",-120.25,45.25,4.18
2070,"feb","A1B","tavg",-119.75,45.25,3.95356
2070,"feb","A1B","tavg",-119.25,45.25,2.81117
2070,"feb","A1B","tavg",-118.75,45.25,1.85351
2070,"feb","A1B","tavg",-118.25,45.25,1.44585
2070,"feb","A1B","tavg",-117.75,45.25,1.20063
2070,"feb","A1B","tavg",-117.25,45.25,-1.19351
2070,"feb","A1B","tavg",-123.75,44.75,7.45853
2070,"feb","A1B","tavg",-123.25,44.75,7.76639
2070,"feb","A1B","tavg",-122.75,44.75,6.8927
