CMIP5 projected changes in Temperature (degF) and Precipitation (percent), ,,,,
"	for 3 future time periods (relative to average for 1970-1999).",,,,,
Variable,Season,Scenario,Time Period,Model Name,Projected Change
tas,SON,rcp85,2080,ACCESS1-0,9.89
tas,SON,rcp85,2080,ACCESS1-3,10
tas,SON,rcp85,2080,BNU-ESM,10.43
tas,SON,rcp85,2080,CCSM4,8.36
tas,SON,rcp85,2080,CESM1-BGC,7.98
tas,SON,rcp85,2080,CESM1-CAM5-1-FV2,NaN
tas,SON,rcp85,2080,CESM1-CAM5,10.23
tas,SON,rcp85,2080,CESM1-FASTCHEM,NaN
tas,SON,rcp85,2080,CESM1-WACCM,NaN
tas,SON,rcp85,2080,CMCC-CESM,7.74
tas,SON,rcp85,2080,CMCC-CM,8.72
tas,SON,rcp85,2080,CMCC-CMS,9.22
tas,SON,rcp85,2080,CNRM-CM5-2,NaN
tas,SON,rcp85,2080,CNRM-CM5,8.25
tas,SON,rcp85,2080,CSIRO-Mk3-6-0,10.81
tas,SON,rcp85,2080,CSIRO-Mk3L-1-2,NaN
tas,SON,rcp85,2080,CanCM4,NaN
tas,SON,rcp85,2080,CanESM2,10.92
tas,SON,rcp85,2080,FGOALS-g2,8.11
tas,SON,rcp85,2080,FGOALS-s2,NaN
tas,SON,rcp85,2080,FIO-ESM,5.75
tas,SON,rcp85,2080,GFDL-CM2p1,NaN
tas,SON,rcp85,2080,GFDL-CM3,9.97
tas,SON,rcp85,2080,GFDL-ESM2G,6.89
tas,SON,rcp85,2080,GFDL-ESM2M,5.82
tas,SON,rcp85,2080,GISS-E2-H-CC,4.46
tas,SON,rcp85,2080,GISS-E2-H,5.51
tas,SON,rcp85,2080,GISS-E2-R-CC,4.05
tas,SON,rcp85,2080,GISS-E2-R,4.76
tas,SON,rcp85,2080,HadCM3,NaN
tas,SON,rcp85,2080,HadGEM2-AO,11.36
tas,SON,rcp85,2080,HadGEM2-CC,11.88
tas,SON,rcp85,2080,HadGEM2-ES,11.39
tas,SON,rcp85,2080,IPSL-CM5A-LR,11.04
tas,SON,rcp85,2080,IPSL-CM5A-MR,12.17
tas,SON,rcp85,2080,IPSL-CM5B-LR,7.97
tas,SON,rcp85,2080,MIROC-ESM-CHEM,10.98
tas,SON,rcp85,2080,MIROC-ESM,10.73
tas,SON,rcp85,2080,MIROC4h,NaN
tas,SON,rcp85,2080,MIROC5,8.05
tas,SON,rcp85,2080,MPI-ESM-LR,8.32
tas,SON,rcp85,2080,MPI-ESM-MR,8.16
tas,SON,rcp85,2080,MPI-ESM-P,NaN
tas,SON,rcp85,2080,MRI-CGCM3,5.99
tas,SON,rcp85,2080,MRI-ESM1,5.68
tas,SON,rcp85,2080,NorESM1-M,9.13
tas,SON,rcp85,2080,NorESM1-ME,8.84
tas,SON,rcp85,2080,bcc-csm1-1-m,6.3
tas,SON,rcp85,2080,bcc-csm1-1,8.32
tas,SON,rcp85,2080,inmcm4,5.94
pr,ANN,rcp26,2040,ACCESS1-0,NaN
pr,ANN,rcp26,2040,ACCESS1-3,NaN
pr,ANN,rcp26,2040,BNU-ESM,-1.78
pr,ANN,rcp26,2040,CCSM4,3.22
pr,ANN,rcp26,2040,CESM1-BGC,NaN
pr,ANN,rcp26,2040,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp26,2040,CESM1-CAM5,10.05
pr,ANN,rcp26,2040,CESM1-FASTCHEM,NaN
pr,ANN,rcp26,2040,CESM1-WACCM,NaN
pr,ANN,rcp26,2040,CMCC-CESM,NaN
pr,ANN,rcp26,2040,CMCC-CM,NaN
pr,ANN,rcp26,2040,CMCC-CMS,NaN
pr,ANN,rcp26,2040,CNRM-CM5-2,NaN
pr,ANN,rcp26,2040,CNRM-CM5,7.4
pr,ANN,rcp26,2040,CSIRO-Mk3-6-0,1.79
pr,ANN,rcp26,2040,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp26,2040,CanCM4,NaN
pr,ANN,rcp26,2040,CanESM2,3.06
pr,ANN,rcp26,2040,FGOALS-g2,2.56
pr,ANN,rcp26,2040,FGOALS-s2,NaN
pr,ANN,rcp26,2040,FIO-ESM,4.5
pr,ANN,rcp26,2040,GFDL-CM2p1,NaN
pr,ANN,rcp26,2040,GFDL-CM3,4.3
pr,ANN,rcp26,2040,GFDL-ESM2G,3.19
pr,ANN,rcp26,2040,GFDL-ESM2M,4.31
pr,ANN,rcp26,2040,GISS-E2-H-CC,NaN
pr,ANN,rcp26,2040,GISS-E2-H,NaN
pr,ANN,rcp26,2040,GISS-E2-R-CC,NaN
pr,ANN,rcp26,2040,GISS-E2-R,2.41
pr,ANN,rcp26,2040,HadCM3,NaN
pr,ANN,rcp26,2040,HadGEM2-AO,4.2
pr,ANN,rcp26,2040,HadGEM2-CC,NaN
pr,ANN,rcp26,2040,HadGEM2-ES,NaN
pr,ANN,rcp26,2040,IPSL-CM5A-LR,2.61
pr,ANN,rcp26,2040,IPSL-CM5A-MR,5.62
pr,ANN,rcp26,2040,IPSL-CM5B-LR,NaN
pr,ANN,rcp26,2040,MIROC-ESM-CHEM,-1.22
pr,ANN,rcp26,2040,MIROC-ESM,-0.74
pr,ANN,rcp26,2040,MIROC4h,NaN
pr,ANN,rcp26,2040,MIROC5,2.52
pr,ANN,rcp26,2040,MPI-ESM-LR,1.45
pr,ANN,rcp26,2040,MPI-ESM-MR,2.69
pr,ANN,rcp26,2040,MPI-ESM-P,NaN
pr,ANN,rcp26,2040,MRI-CGCM3,1.57
pr,ANN,rcp26,2040,MRI-ESM1,NaN
pr,ANN,rcp26,2040,NorESM1-M,5.05
pr,ANN,rcp26,2040,NorESM1-ME,-0.5
pr,ANN,rcp26,2040,bcc-csm1-1-m,0.26
pr,ANN,rcp26,2040,bcc-csm1-1,1.61
pr,ANN,rcp26,2040,inmcm4,NaN
pr,ANN,rcp26,2050,ACCESS1-0,NaN
pr,ANN,rcp26,2050,ACCESS1-3,NaN
pr,ANN,rcp26,2050,BNU-ESM,-2.64
pr,ANN,rcp26,2050,CCSM4,3.15
pr,ANN,rcp26,2050,CESM1-BGC,NaN
pr,ANN,rcp26,2050,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp26,2050,CESM1-CAM5,10.23
pr,ANN,rcp26,2050,CESM1-FASTCHEM,NaN
pr,ANN,rcp26,2050,CESM1-WACCM,NaN
pr,ANN,rcp26,2050,CMCC-CESM,NaN
pr,ANN,rcp26,2050,CMCC-CM,NaN
pr,ANN,rcp26,2050,CMCC-CMS,NaN
pr,ANN,rcp26,2050,CNRM-CM5-2,NaN
pr,ANN,rcp26,2050,CNRM-CM5,6.96
pr,ANN,rcp26,2050,CSIRO-Mk3-6-0,6.93
pr,ANN,rcp26,2050,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp26,2050,CanCM4,NaN
pr,ANN,rcp26,2050,CanESM2,5.56
pr,ANN,rcp26,2050,FGOALS-g2,2.88
pr,ANN,rcp26,2050,FGOALS-s2,NaN
pr,ANN,rcp26,2050,FIO-ESM,4.19
pr,ANN,rcp26,2050,GFDL-CM2p1,NaN
pr,ANN,rcp26,2050,GFDL-CM3,6.31
pr,ANN,rcp26,2050,GFDL-ESM2G,3.98
pr,ANN,rcp26,2050,GFDL-ESM2M,2.37
pr,ANN,rcp26,2050,GISS-E2-H-CC,NaN
pr,ANN,rcp26,2050,GISS-E2-H,NaN
pr,ANN,rcp26,2050,GISS-E2-R-CC,NaN
pr,ANN,rcp26,2050,GISS-E2-R,3.55
pr,ANN,rcp26,2050,HadCM3,NaN
pr,ANN,rcp26,2050,HadGEM2-AO,5.45
pr,ANN,rcp26,2050,HadGEM2-CC,NaN
pr,ANN,rcp26,2050,HadGEM2-ES,NaN
pr,ANN,rcp26,2050,IPSL-CM5A-LR,0.43
pr,ANN,rcp26,2050,IPSL-CM5A-MR,6.82
pr,ANN,rcp26,2050,IPSL-CM5B-LR,NaN
pr,ANN,rcp26,2050,MIROC-ESM-CHEM,-0.56
pr,ANN,rcp26,2050,MIROC-ESM,0.27
pr,ANN,rcp26,2050,MIROC4h,NaN
pr,ANN,rcp26,2050,MIROC5,5.33
pr,ANN,rcp26,2050,MPI-ESM-LR,1.4
pr,ANN,rcp26,2050,MPI-ESM-MR,4.98
pr,ANN,rcp26,2050,MPI-ESM-P,NaN
pr,ANN,rcp26,2050,MRI-CGCM3,1.86
pr,ANN,rcp26,2050,MRI-ESM1,NaN
pr,ANN,rcp26,2050,NorESM1-M,3.67
pr,ANN,rcp26,2050,NorESM1-ME,0.9
pr,ANN,rcp26,2050,bcc-csm1-1-m,2.45
pr,ANN,rcp26,2050,bcc-csm1-1,2.12
pr,ANN,rcp26,2050,inmcm4,NaN
pr,ANN,rcp26,2080,ACCESS1-0,NaN
pr,ANN,rcp26,2080,ACCESS1-3,NaN
pr,ANN,rcp26,2080,BNU-ESM,1.63
pr,ANN,rcp26,2080,CCSM4,1.96
pr,ANN,rcp26,2080,CESM1-BGC,NaN
pr,ANN,rcp26,2080,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp26,2080,CESM1-CAM5,12.92
pr,ANN,rcp26,2080,CESM1-FASTCHEM,NaN
pr,ANN,rcp26,2080,CESM1-WACCM,NaN
pr,ANN,rcp26,2080,CMCC-CESM,NaN
pr,ANN,rcp26,2080,CMCC-CM,NaN
pr,ANN,rcp26,2080,CMCC-CMS,NaN
pr,ANN,rcp26,2080,CNRM-CM5-2,NaN
pr,ANN,rcp26,2080,CNRM-CM5,5.11
pr,ANN,rcp26,2080,CSIRO-Mk3-6-0,6.31
pr,ANN,rcp26,2080,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp26,2080,CanCM4,NaN
pr,ANN,rcp26,2080,CanESM2,3.79
pr,ANN,rcp26,2080,FGOALS-g2,3.42
pr,ANN,rcp26,2080,FGOALS-s2,NaN
pr,ANN,rcp26,2080,FIO-ESM,8.04
pr,ANN,rcp26,2080,GFDL-CM2p1,NaN
pr,ANN,rcp26,2080,GFDL-CM3,7.02
pr,ANN,rcp26,2080,GFDL-ESM2G,3.19
pr,ANN,rcp26,2080,GFDL-ESM2M,1.22
pr,ANN,rcp26,2080,GISS-E2-H-CC,NaN
pr,ANN,rcp26,2080,GISS-E2-H,NaN
pr,ANN,rcp26,2080,GISS-E2-R-CC,NaN
pr,ANN,rcp26,2080,GISS-E2-R,3.85
pr,ANN,rcp26,2080,HadCM3,NaN
pr,ANN,rcp26,2080,HadGEM2-AO,3.53
pr,ANN,rcp26,2080,HadGEM2-CC,NaN
pr,ANN,rcp26,2080,HadGEM2-ES,NaN
pr,ANN,rcp26,2080,IPSL-CM5A-LR,1.02
pr,ANN,rcp26,2080,IPSL-CM5A-MR,2.57
pr,ANN,rcp26,2080,IPSL-CM5B-LR,NaN
pr,ANN,rcp26,2080,MIROC-ESM-CHEM,-0.9
pr,ANN,rcp26,2080,MIROC-ESM,-0.66
pr,ANN,rcp26,2080,MIROC4h,NaN
pr,ANN,rcp26,2080,MIROC5,-1.23
pr,ANN,rcp26,2080,MPI-ESM-LR,-0.15
pr,ANN,rcp26,2080,MPI-ESM-MR,3.4
pr,ANN,rcp26,2080,MPI-ESM-P,NaN
pr,ANN,rcp26,2080,MRI-CGCM3,4.58
pr,ANN,rcp26,2080,MRI-ESM1,NaN
pr,ANN,rcp26,2080,NorESM1-M,11.14
pr,ANN,rcp26,2080,NorESM1-ME,9.94
pr,ANN,rcp26,2080,bcc-csm1-1-m,4.52
pr,ANN,rcp26,2080,bcc-csm1-1,-3.01
pr,ANN,rcp26,2080,inmcm4,NaN
pr,ANN,rcp45,2040,ACCESS1-0,0.9
pr,ANN,rcp45,2040,ACCESS1-3,1.23
pr,ANN,rcp45,2040,BNU-ESM,-0.44
pr,ANN,rcp45,2040,CCSM4,-0.48
pr,ANN,rcp45,2040,CESM1-BGC,-2.28
pr,ANN,rcp45,2040,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp45,2040,CESM1-CAM5,6.92
pr,ANN,rcp45,2040,CESM1-FASTCHEM,NaN
pr,ANN,rcp45,2040,CESM1-WACCM,NaN
pr,ANN,rcp45,2040,CMCC-CESM,NaN
pr,ANN,rcp45,2040,CMCC-CM,5.36
pr,ANN,rcp45,2040,CMCC-CMS,1.84
pr,ANN,rcp45,2040,CNRM-CM5-2,NaN
pr,ANN,rcp45,2040,CNRM-CM5,5.88
pr,ANN,rcp45,2040,CSIRO-Mk3-6-0,2.14
pr,ANN,rcp45,2040,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp45,2040,CanCM4,-2.26
pr,ANN,rcp45,2040,CanESM2,7.04
pr,ANN,rcp45,2040,FGOALS-g2,5.55
pr,ANN,rcp45,2040,FGOALS-s2,NaN
pr,ANN,rcp45,2040,FIO-ESM,0.14
pr,ANN,rcp45,2040,GFDL-CM2p1,-2.66
pr,ANN,rcp45,2040,GFDL-CM3,6.58
pr,ANN,rcp45,2040,GFDL-ESM2G,6.07
pr,ANN,rcp45,2040,GFDL-ESM2M,5.05
pr,ANN,rcp45,2040,GISS-E2-H-CC,10.26
pr,ANN,rcp45,2040,GISS-E2-H,4.77
pr,ANN,rcp45,2040,GISS-E2-R-CC,0.89
pr,ANN,rcp45,2040,GISS-E2-R,5.33
pr,ANN,rcp45,2040,HadCM3,-3.46
pr,ANN,rcp45,2040,HadGEM2-AO,-1.85
pr,ANN,rcp45,2040,HadGEM2-CC,NaN
pr,ANN,rcp45,2040,HadGEM2-ES,NaN
pr,ANN,rcp45,2040,IPSL-CM5A-LR,-1.98
pr,ANN,rcp45,2040,IPSL-CM5A-MR,0.39
pr,ANN,rcp45,2040,IPSL-CM5B-LR,3.14
pr,ANN,rcp45,2040,MIROC-ESM-CHEM,-1.2
pr,ANN,rcp45,2040,MIROC-ESM,2.66
pr,ANN,rcp45,2040,MIROC4h,1.42
pr,ANN,rcp45,2040,MIROC5,1.85
pr,ANN,rcp45,2040,MPI-ESM-LR,0.52
pr,ANN,rcp45,2040,MPI-ESM-MR,2.97
pr,ANN,rcp45,2040,MPI-ESM-P,NaN
pr,ANN,rcp45,2040,MRI-CGCM3,-2.35
pr,ANN,rcp45,2040,MRI-ESM1,NaN
pr,ANN,rcp45,2040,NorESM1-M,0.05
pr,ANN,rcp45,2040,NorESM1-ME,5.5
pr,ANN,rcp45,2040,bcc-csm1-1-m,0.71
pr,ANN,rcp45,2040,bcc-csm1-1,2.43
pr,ANN,rcp45,2040,inmcm4,0.83
pr,ANN,rcp45,2050,ACCESS1-0,1.49
pr,ANN,rcp45,2050,ACCESS1-3,2.96
pr,ANN,rcp45,2050,BNU-ESM,-1.8
pr,ANN,rcp45,2050,CCSM4,2.55
pr,ANN,rcp45,2050,CESM1-BGC,-2.09
pr,ANN,rcp45,2050,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp45,2050,CESM1-CAM5,6.16
pr,ANN,rcp45,2050,CESM1-FASTCHEM,NaN
pr,ANN,rcp45,2050,CESM1-WACCM,NaN
pr,ANN,rcp45,2050,CMCC-CESM,NaN
pr,ANN,rcp45,2050,CMCC-CM,5.29
pr,ANN,rcp45,2050,CMCC-CMS,4.08
pr,ANN,rcp45,2050,CNRM-CM5-2,NaN
pr,ANN,rcp45,2050,CNRM-CM5,4.1
pr,ANN,rcp45,2050,CSIRO-Mk3-6-0,1.13
pr,ANN,rcp45,2050,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp45,2050,CanCM4,NaN
pr,ANN,rcp45,2050,CanESM2,7.61
pr,ANN,rcp45,2050,FGOALS-g2,5.49
pr,ANN,rcp45,2050,FGOALS-s2,NaN
pr,ANN,rcp45,2050,FIO-ESM,3.94
pr,ANN,rcp45,2050,GFDL-CM2p1,-19.16
pr,ANN,rcp45,2050,GFDL-CM3,8.9
pr,ANN,rcp45,2050,GFDL-ESM2G,5.54
pr,ANN,rcp45,2050,GFDL-ESM2M,3.19
pr,ANN,rcp45,2050,GISS-E2-H-CC,7.03
pr,ANN,rcp45,2050,GISS-E2-H,6.1
pr,ANN,rcp45,2050,GISS-E2-R-CC,1.18
pr,ANN,rcp45,2050,GISS-E2-R,6.26
pr,ANN,rcp45,2050,HadCM3,NaN
pr,ANN,rcp45,2050,HadGEM2-AO,1.49
pr,ANN,rcp45,2050,HadGEM2-CC,NaN
pr,ANN,rcp45,2050,HadGEM2-ES,NaN
pr,ANN,rcp45,2050,IPSL-CM5A-LR,-4.96
pr,ANN,rcp45,2050,IPSL-CM5A-MR,-0.5
pr,ANN,rcp45,2050,IPSL-CM5B-LR,4.18
pr,ANN,rcp45,2050,MIROC-ESM-CHEM,-3.17
pr,ANN,rcp45,2050,MIROC-ESM,1.57
pr,ANN,rcp45,2050,MIROC4h,NaN
pr,ANN,rcp45,2050,MIROC5,3.97
pr,ANN,rcp45,2050,MPI-ESM-LR,0.66
pr,ANN,rcp45,2050,MPI-ESM-MR,4.9
pr,ANN,rcp45,2050,MPI-ESM-P,NaN
pr,ANN,rcp45,2050,MRI-CGCM3,-0.16
pr,ANN,rcp45,2050,MRI-ESM1,NaN
pr,ANN,rcp45,2050,NorESM1-M,4.34
pr,ANN,rcp45,2050,NorESM1-ME,7.12
pr,ANN,rcp45,2050,bcc-csm1-1-m,3.68
pr,ANN,rcp45,2050,bcc-csm1-1,3.88
pr,ANN,rcp45,2050,inmcm4,1.18
pr,ANN,rcp45,2080,ACCESS1-0,-2.35
pr,ANN,rcp45,2080,ACCESS1-3,0.35
pr,ANN,rcp45,2080,BNU-ESM,-5.98
pr,ANN,rcp45,2080,CCSM4,2.69
pr,ANN,rcp45,2080,CESM1-BGC,2.16
pr,ANN,rcp45,2080,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp45,2080,CESM1-CAM5,9.18
pr,ANN,rcp45,2080,CESM1-FASTCHEM,NaN
pr,ANN,rcp45,2080,CESM1-WACCM,NaN
pr,ANN,rcp45,2080,CMCC-CESM,NaN
pr,ANN,rcp45,2080,CMCC-CM,5.99
pr,ANN,rcp45,2080,CMCC-CMS,13.03
pr,ANN,rcp45,2080,CNRM-CM5-2,NaN
pr,ANN,rcp45,2080,CNRM-CM5,10.7
pr,ANN,rcp45,2080,CSIRO-Mk3-6-0,3.32
pr,ANN,rcp45,2080,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp45,2080,CanCM4,NaN
pr,ANN,rcp45,2080,CanESM2,8.97
pr,ANN,rcp45,2080,FGOALS-g2,5.72
pr,ANN,rcp45,2080,FGOALS-s2,NaN
pr,ANN,rcp45,2080,FIO-ESM,3.67
pr,ANN,rcp45,2080,GFDL-CM2p1,NaN
pr,ANN,rcp45,2080,GFDL-CM3,8.25
pr,ANN,rcp45,2080,GFDL-ESM2G,5.73
pr,ANN,rcp45,2080,GFDL-ESM2M,1.24
pr,ANN,rcp45,2080,GISS-E2-H-CC,6.29
pr,ANN,rcp45,2080,GISS-E2-H,7.36
pr,ANN,rcp45,2080,GISS-E2-R-CC,-0.05
pr,ANN,rcp45,2080,GISS-E2-R,5.81
pr,ANN,rcp45,2080,HadCM3,NaN
pr,ANN,rcp45,2080,HadGEM2-AO,2.76
pr,ANN,rcp45,2080,HadGEM2-CC,NaN
pr,ANN,rcp45,2080,HadGEM2-ES,NaN
pr,ANN,rcp45,2080,IPSL-CM5A-LR,-2.35
pr,ANN,rcp45,2080,IPSL-CM5A-MR,7.85
pr,ANN,rcp45,2080,IPSL-CM5B-LR,4.84
pr,ANN,rcp45,2080,MIROC-ESM-CHEM,-0.37
pr,ANN,rcp45,2080,MIROC-ESM,1.51
pr,ANN,rcp45,2080,MIROC4h,NaN
pr,ANN,rcp45,2080,MIROC5,0.21
pr,ANN,rcp45,2080,MPI-ESM-LR,2.51
pr,ANN,rcp45,2080,MPI-ESM-MR,6.28
pr,ANN,rcp45,2080,MPI-ESM-P,NaN
pr,ANN,rcp45,2080,MRI-CGCM3,1.59
pr,ANN,rcp45,2080,MRI-ESM1,NaN
pr,ANN,rcp45,2080,NorESM1-M,6.79
pr,ANN,rcp45,2080,NorESM1-ME,9.15
pr,ANN,rcp45,2080,bcc-csm1-1-m,-1.89
pr,ANN,rcp45,2080,bcc-csm1-1,-0.87
pr,ANN,rcp45,2080,inmcm4,-0.19
pr,ANN,rcp60,2040,ACCESS1-0,NaN
pr,ANN,rcp60,2040,ACCESS1-3,NaN
pr,ANN,rcp60,2040,BNU-ESM,NaN
pr,ANN,rcp60,2040,CCSM4,-0.8
pr,ANN,rcp60,2040,CESM1-BGC,NaN
pr,ANN,rcp60,2040,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp60,2040,CESM1-CAM5,8.85
pr,ANN,rcp60,2040,CESM1-FASTCHEM,NaN
pr,ANN,rcp60,2040,CESM1-WACCM,NaN
pr,ANN,rcp60,2040,CMCC-CESM,NaN
pr,ANN,rcp60,2040,CMCC-CM,NaN
pr,ANN,rcp60,2040,CMCC-CMS,NaN
pr,ANN,rcp60,2040,CNRM-CM5-2,NaN
pr,ANN,rcp60,2040,CNRM-CM5,NaN
pr,ANN,rcp60,2040,CSIRO-Mk3-6-0,2.1
pr,ANN,rcp60,2040,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp60,2040,CanCM4,NaN
pr,ANN,rcp60,2040,CanESM2,NaN
pr,ANN,rcp60,2040,FGOALS-g2,NaN
pr,ANN,rcp60,2040,FGOALS-s2,NaN
pr,ANN,rcp60,2040,FIO-ESM,-1.93
pr,ANN,rcp60,2040,GFDL-CM2p1,NaN
pr,ANN,rcp60,2040,GFDL-CM3,7.76
pr,ANN,rcp60,2040,GFDL-ESM2G,3.34
pr,ANN,rcp60,2040,GFDL-ESM2M,-0.98
pr,ANN,rcp60,2040,GISS-E2-H-CC,NaN
pr,ANN,rcp60,2040,GISS-E2-H,6.7
pr,ANN,rcp60,2040,GISS-E2-R-CC,NaN
pr,ANN,rcp60,2040,GISS-E2-R,6.33
pr,ANN,rcp60,2040,HadCM3,NaN
pr,ANN,rcp60,2040,HadGEM2-AO,-1.95
pr,ANN,rcp60,2040,HadGEM2-CC,NaN
pr,ANN,rcp60,2040,HadGEM2-ES,NaN
pr,ANN,rcp60,2040,IPSL-CM5A-LR,0.71
pr,ANN,rcp60,2040,IPSL-CM5A-MR,2.7
pr,ANN,rcp60,2040,IPSL-CM5B-LR,NaN
pr,ANN,rcp60,2040,MIROC-ESM-CHEM,-3.14
pr,ANN,rcp60,2040,MIROC-ESM,0.76
pr,ANN,rcp60,2040,MIROC4h,NaN
pr,ANN,rcp60,2040,MIROC5,0.16
pr,ANN,rcp60,2040,MPI-ESM-LR,NaN
pr,ANN,rcp60,2040,MPI-ESM-MR,NaN
pr,ANN,rcp60,2040,MPI-ESM-P,NaN
pr,ANN,rcp60,2040,MRI-CGCM3,-0.03
pr,ANN,rcp60,2040,MRI-ESM1,NaN
pr,ANN,rcp60,2040,NorESM1-M,3.14
pr,ANN,rcp60,2040,NorESM1-ME,1.14
pr,ANN,rcp60,2040,bcc-csm1-1-m,1.67
pr,ANN,rcp60,2040,bcc-csm1-1,-1.37
pr,ANN,rcp60,2040,inmcm4,NaN
pr,ANN,rcp60,2050,ACCESS1-0,NaN
pr,ANN,rcp60,2050,ACCESS1-3,NaN
pr,ANN,rcp60,2050,BNU-ESM,NaN
pr,ANN,rcp60,2050,CCSM4,0.06
pr,ANN,rcp60,2050,CESM1-BGC,NaN
pr,ANN,rcp60,2050,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp60,2050,CESM1-CAM5,11.18
pr,ANN,rcp60,2050,CESM1-FASTCHEM,NaN
pr,ANN,rcp60,2050,CESM1-WACCM,NaN
pr,ANN,rcp60,2050,CMCC-CESM,NaN
pr,ANN,rcp60,2050,CMCC-CM,NaN
pr,ANN,rcp60,2050,CMCC-CMS,NaN
pr,ANN,rcp60,2050,CNRM-CM5-2,NaN
pr,ANN,rcp60,2050,CNRM-CM5,NaN
pr,ANN,rcp60,2050,CSIRO-Mk3-6-0,3.05
pr,ANN,rcp60,2050,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp60,2050,CanCM4,NaN
pr,ANN,rcp60,2050,CanESM2,NaN
pr,ANN,rcp60,2050,FGOALS-g2,NaN
pr,ANN,rcp60,2050,FGOALS-s2,NaN
pr,ANN,rcp60,2050,FIO-ESM,-3
pr,ANN,rcp60,2050,GFDL-CM2p1,NaN
pr,ANN,rcp60,2050,GFDL-CM3,8.76
pr,ANN,rcp60,2050,GFDL-ESM2G,3.18
pr,ANN,rcp60,2050,GFDL-ESM2M,0.57
pr,ANN,rcp60,2050,GISS-E2-H-CC,NaN
pr,ANN,rcp60,2050,GISS-E2-H,6.44
pr,ANN,rcp60,2050,GISS-E2-R-CC,NaN
pr,ANN,rcp60,2050,GISS-E2-R,6.18
pr,ANN,rcp60,2050,HadCM3,NaN
pr,ANN,rcp60,2050,HadGEM2-AO,-2.72
pr,ANN,rcp60,2050,HadGEM2-CC,NaN
pr,ANN,rcp60,2050,HadGEM2-ES,NaN
pr,ANN,rcp60,2050,IPSL-CM5A-LR,0.89
pr,ANN,rcp60,2050,IPSL-CM5A-MR,6.77
pr,ANN,rcp60,2050,IPSL-CM5B-LR,NaN
pr,ANN,rcp60,2050,MIROC-ESM-CHEM,-3.8
pr,ANN,rcp60,2050,MIROC-ESM,0.75
pr,ANN,rcp60,2050,MIROC4h,NaN
pr,ANN,rcp60,2050,MIROC5,3.11
pr,ANN,rcp60,2050,MPI-ESM-LR,NaN
pr,ANN,rcp60,2050,MPI-ESM-MR,NaN
pr,ANN,rcp60,2050,MPI-ESM-P,NaN
pr,ANN,rcp60,2050,MRI-CGCM3,-1.62
pr,ANN,rcp60,2050,MRI-ESM1,NaN
pr,ANN,rcp60,2050,NorESM1-M,1.65
pr,ANN,rcp60,2050,NorESM1-ME,2.08
pr,ANN,rcp60,2050,bcc-csm1-1-m,4.6
pr,ANN,rcp60,2050,bcc-csm1-1,1.86
pr,ANN,rcp60,2050,inmcm4,NaN
pr,ANN,rcp60,2080,ACCESS1-0,NaN
pr,ANN,rcp60,2080,ACCESS1-3,NaN
pr,ANN,rcp60,2080,BNU-ESM,NaN
pr,ANN,rcp60,2080,CCSM4,8.24
pr,ANN,rcp60,2080,CESM1-BGC,NaN
pr,ANN,rcp60,2080,CESM1-CAM5-1-FV2,NaN
pr,ANN,rcp60,2080,CESM1-CAM5,16.52
pr,ANN,rcp60,2080,CESM1-FASTCHEM,NaN
pr,ANN,rcp60,2080,CESM1-WACCM,NaN
pr,ANN,rcp60,2080,CMCC-CESM,NaN
pr,ANN,rcp60,2080,CMCC-CM,NaN
pr,ANN,rcp60,2080,CMCC-CMS,NaN
pr,ANN,rcp60,2080,CNRM-CM5-2,NaN
pr,ANN,rcp60,2080,CNRM-CM5,NaN
pr,ANN,rcp60,2080,CSIRO-Mk3-6-0,9.59
pr,ANN,rcp60,2080,CSIRO-Mk3L-1-2,NaN
pr,ANN,rcp60,2080,CanCM4,NaN
pr,ANN,rcp60,2080,CanESM2,NaN
pr,ANN,rcp60,2080,FGOALS-g2,NaN
pr,ANN,rcp60,2080,FGOALS-s2,NaN
pr,ANN,rcp60,2080,FIO-ESM,4.28
pr,ANN,rcp60,2080,GFDL-CM2p1,NaN
pr,ANN,rcp60,2080,GFDL-CM3,12.43
pr,ANN,rcp60,2080,GFDL-ESM2G,7.41
pr,ANN,rcp60,2080,GFDL-ESM2M,-2.26
pr,ANN,rcp60,2080,GISS-E2-H-CC,NaN
pr,ANN,rcp60,2080,GISS-E2-H,8.32
pr,ANN,rcp60,2080,GISS-E2-R-CC,NaN
pr,ANN,rcp60,2080,GISS-E2-R,4.21
pr,ANN,rcp60,2080,HadCM3,NaN
pr,ANN,rcp60,2080,HadGEM2-AO,3.32
