CMIP5 projected changes in Temperature (degF) and Precipitation (percent), ,,,,
"	for 3 future time periods (relative to average for 1970-1999).",,,,,
Variable,Season,Scenario,Time Period,Model Name,Projected Change
tas,MAM,rcp45,2080,FGOALS-g2,4.52
tas,MAM,rcp45,2080,FGOALS-s2,NaN
tas,MAM,rcp45,2080,FIO-ESM,0.72
tas,MAM,rcp45,2080,GFDL-CM2p1,NaN
tas,MAM,rcp45,2080,GFDL-CM3,5.15
tas,MAM,rcp45,2080,GFDL-ESM2G,4.33
tas,MAM,rcp45,2080,GFDL-ESM2M,2.69
tas,MAM,rcp45,2080,GISS-E2-H-CC,2.32
tas,MAM,rcp45,2080,GISS-E2-H,2.12
tas,MAM,rcp45,2080,GISS-E2-R-CC,2.43
tas,MAM,rcp45,2080,GISS-E2-R,3.27
tas,MAM,rcp45,2080,HadCM3,NaN
tas,MAM,rcp45,2080,HadGEM2-AO,8.16
tas,MAM,rcp45,2080,HadGEM2-CC,5.33
tas,MAM,rcp45,2080,HadGEM2-ES,6.41
tas,MAM,rcp45,2080,IPSL-CM5A-LR,5.36
tas,MAM,rcp45,2080,IPSL-CM5A-MR,5.26
tas,MAM,rcp45,2080,IPSL-CM5B-LR,3.12
tas,MAM,rcp45,2080,MIROC-ESM-CHEM,7.61
tas,MAM,rcp45,2080,MIROC-ESM,7.62
tas,MAM,rcp45,2080,MIROC4h,NaN
tas,MAM,rcp45,2080,MIROC5,7.46
tas,MAM,rcp45,2080,MPI-ESM-LR,3.04
tas,MAM,rcp45,2080,MPI-ESM-MR,3.91
tas,MAM,rcp45,2080,MPI-ESM-P,NaN
tas,MAM,rcp45,2080,MRI-CGCM3,3.72
tas,MAM,rcp45,2080,MRI-ESM1,NaN
tas,MAM,rcp45,2080,NorESM1-M,5.51
tas,MAM,rcp45,2080,NorESM1-ME,5.8
tas,MAM,rcp45,2080,bcc-csm1-1-m,4.64
tas,MAM,rcp45,2080,bcc-csm1-1,3.92
tas,MAM,rcp45,2080,inmcm4,2.39
tas,MAM,rcp60,2040,ACCESS1-0,NaN
tas,MAM,rcp60,2040,ACCESS1-3,NaN
tas,MAM,rcp60,2040,BNU-ESM,NaN
tas,MAM,rcp60,2040,CCSM4,3.18
tas,MAM,rcp60,2040,CESM1-BGC,NaN
tas,MAM,rcp60,2040,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp60,2040,CESM1-CAM5,2.97
tas,MAM,rcp60,2040,CESM1-FASTCHEM,NaN
tas,MAM,rcp60,2040,CESM1-WACCM,NaN
tas,MAM,rcp60,2040,CMCC-CESM,NaN
tas,MAM,rcp60,2040,CMCC-CM,NaN
tas,MAM,rcp60,2040,CMCC-CMS,NaN
tas,MAM,rcp60,2040,CNRM-CM5-2,NaN
tas,MAM,rcp60,2040,CNRM-CM5,NaN
tas,MAM,rcp60,2040,CSIRO-Mk3-6-0,2.05
tas,MAM,rcp60,2040,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp60,2040,CanCM4,NaN
tas,MAM,rcp60,2040,CanESM2,NaN
tas,MAM,rcp60,2040,FGOALS-g2,NaN
tas,MAM,rcp60,2040,FGOALS-s2,NaN
tas,MAM,rcp60,2040,FIO-ESM,0.89
tas,MAM,rcp60,2040,GFDL-CM2p1,NaN
tas,MAM,rcp60,2040,GFDL-CM3,3.88
tas,MAM,rcp60,2040,GFDL-ESM2G,1.57
tas,MAM,rcp60,2040,GFDL-ESM2M,1.82
tas,MAM,rcp60,2040,GISS-E2-H-CC,NaN
tas,MAM,rcp60,2040,GISS-E2-H,1.22
tas,MAM,rcp60,2040,GISS-E2-R-CC,NaN
tas,MAM,rcp60,2040,GISS-E2-R,1.95
tas,MAM,rcp60,2040,HadCM3,NaN
tas,MAM,rcp60,2040,HadGEM2-AO,4.42
tas,MAM,rcp60,2040,HadGEM2-CC,NaN
tas,MAM,rcp60,2040,HadGEM2-ES,3.81
tas,MAM,rcp60,2040,IPSL-CM5A-LR,3.79
tas,MAM,rcp60,2040,IPSL-CM5A-MR,3.05
tas,MAM,rcp60,2040,IPSL-CM5B-LR,NaN
tas,MAM,rcp60,2040,MIROC-ESM-CHEM,5.67
tas,MAM,rcp60,2040,MIROC-ESM,4.77
tas,MAM,rcp60,2040,MIROC4h,NaN
tas,MAM,rcp60,2040,MIROC5,4.94
tas,MAM,rcp60,2040,MPI-ESM-LR,NaN
tas,MAM,rcp60,2040,MPI-ESM-MR,NaN
tas,MAM,rcp60,2040,MPI-ESM-P,NaN
tas,MAM,rcp60,2040,MRI-CGCM3,1.79
tas,MAM,rcp60,2040,MRI-ESM1,NaN
tas,MAM,rcp60,2040,NorESM1-M,2.03
tas,MAM,rcp60,2040,NorESM1-ME,2.96
tas,MAM,rcp60,2040,bcc-csm1-1-m,3.11
tas,MAM,rcp60,2040,bcc-csm1-1,2.75
tas,MAM,rcp60,2040,inmcm4,NaN
tas,MAM,rcp60,2050,ACCESS1-0,NaN
tas,MAM,rcp60,2050,ACCESS1-3,NaN
tas,MAM,rcp60,2050,BNU-ESM,NaN
tas,MAM,rcp60,2050,CCSM4,3.65
tas,MAM,rcp60,2050,CESM1-BGC,NaN
tas,MAM,rcp60,2050,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp60,2050,CESM1-CAM5,3.58
tas,MAM,rcp60,2050,CESM1-FASTCHEM,NaN
tas,MAM,rcp60,2050,CESM1-WACCM,NaN
tas,MAM,rcp60,2050,CMCC-CESM,NaN
tas,MAM,rcp60,2050,CMCC-CM,NaN
tas,MAM,rcp60,2050,CMCC-CMS,NaN
tas,MAM,rcp60,2050,CNRM-CM5-2,NaN
tas,MAM,rcp60,2050,CNRM-CM5,NaN
tas,MAM,rcp60,2050,CSIRO-Mk3-6-0,2.7
tas,MAM,rcp60,2050,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp60,2050,CanCM4,NaN
tas,MAM,rcp60,2050,CanESM2,NaN
tas,MAM,rcp60,2050,FGOALS-g2,NaN
tas,MAM,rcp60,2050,FGOALS-s2,NaN
tas,MAM,rcp60,2050,FIO-ESM,1.11
tas,MAM,rcp60,2050,GFDL-CM2p1,NaN
tas,MAM,rcp60,2050,GFDL-CM3,4.62
tas,MAM,rcp60,2050,GFDL-ESM2G,2.23
tas,MAM,rcp60,2050,GFDL-ESM2M,2.13
tas,MAM,rcp60,2050,GISS-E2-H-CC,NaN
tas,MAM,rcp60,2050,GISS-E2-H,1.55
tas,MAM,rcp60,2050,GISS-E2-R-CC,NaN
tas,MAM,rcp60,2050,GISS-E2-R,2.44
tas,MAM,rcp60,2050,HadCM3,NaN
tas,MAM,rcp60,2050,HadGEM2-AO,5.09
tas,MAM,rcp60,2050,HadGEM2-CC,NaN
tas,MAM,rcp60,2050,HadGEM2-ES,4.6
tas,MAM,rcp60,2050,IPSL-CM5A-LR,4.62
tas,MAM,rcp60,2050,IPSL-CM5A-MR,3.76
tas,MAM,rcp60,2050,IPSL-CM5B-LR,NaN
tas,MAM,rcp60,2050,MIROC-ESM-CHEM,6.75
tas,MAM,rcp60,2050,MIROC-ESM,5.85
tas,MAM,rcp60,2050,MIROC4h,NaN
tas,MAM,rcp60,2050,MIROC5,5.44
tas,MAM,rcp60,2050,MPI-ESM-LR,NaN
tas,MAM,rcp60,2050,MPI-ESM-MR,NaN
tas,MAM,rcp60,2050,MPI-ESM-P,NaN
tas,MAM,rcp60,2050,MRI-CGCM3,2.11
tas,MAM,rcp60,2050,MRI-ESM1,NaN
tas,MAM,rcp60,2050,NorESM1-M,3.49
tas,MAM,rcp60,2050,NorESM1-ME,3.91
tas,MAM,rcp60,2050,bcc-csm1-1-m,3.48
tas,MAM,rcp60,2050,bcc-csm1-1,3.33
tas,MAM,rcp60,2050,inmcm4,NaN
tas,MAM,rcp60,2080,ACCESS1-0,NaN
tas,MAM,rcp60,2080,ACCESS1-3,NaN
tas,MAM,rcp60,2080,BNU-ESM,NaN
tas,MAM,rcp60,2080,CCSM4,4.11
tas,MAM,rcp60,2080,CESM1-BGC,NaN
tas,MAM,rcp60,2080,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp60,2080,CESM1-CAM5,5.73
tas,MAM,rcp60,2080,CESM1-FASTCHEM,NaN
tas,MAM,rcp60,2080,CESM1-WACCM,NaN
tas,MAM,rcp60,2080,CMCC-CESM,NaN
tas,MAM,rcp60,2080,CMCC-CM,NaN
tas,MAM,rcp60,2080,CMCC-CMS,NaN
tas,MAM,rcp60,2080,CNRM-CM5-2,NaN
tas,MAM,rcp60,2080,CNRM-CM5,NaN
tas,MAM,rcp60,2080,CSIRO-Mk3-6-0,4.6
tas,MAM,rcp60,2080,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp60,2080,CanCM4,NaN
tas,MAM,rcp60,2080,CanESM2,NaN
tas,MAM,rcp60,2080,FGOALS-g2,NaN
tas,MAM,rcp60,2080,FGOALS-s2,NaN
tas,MAM,rcp60,2080,FIO-ESM,1.62
tas,MAM,rcp60,2080,GFDL-CM2p1,NaN
tas,MAM,rcp60,2080,GFDL-CM3,6.77
tas,MAM,rcp60,2080,GFDL-ESM2G,3.69
tas,MAM,rcp60,2080,GFDL-ESM2M,4.16
tas,MAM,rcp60,2080,GISS-E2-H-CC,NaN
tas,MAM,rcp60,2080,GISS-E2-H,2.93
tas,MAM,rcp60,2080,GISS-E2-R-CC,NaN
tas,MAM,rcp60,2080,GISS-E2-R,3.69
tas,MAM,rcp60,2080,HadCM3,NaN
tas,MAM,rcp60,2080,HadGEM2-AO,8.07
tas,MAM,rcp60,2080,HadGEM2-CC,NaN
tas,MAM,rcp60,2080,HadGEM2-ES,6.56
tas,MAM,rcp60,2080,IPSL-CM5A-LR,6.04
tas,MAM,rcp60,2080,IPSL-CM5A-MR,6.08
tas,MAM,rcp60,2080,IPSL-CM5B-LR,NaN
tas,MAM,rcp60,2080,MIROC-ESM-CHEM,8.6
tas,MAM,rcp60,2080,MIROC-ESM,8.14
tas,MAM,rcp60,2080,MIROC4h,NaN
tas,MAM,rcp60,2080,MIROC5,7.38
tas,MAM,rcp60,2080,MPI-ESM-LR,NaN
tas,MAM,rcp60,2080,MPI-ESM-MR,NaN
tas,MAM,rcp60,2080,MPI-ESM-P,NaN
tas,MAM,rcp60,2080,MRI-CGCM3,3.72
tas,MAM,rcp60,2080,MRI-ESM1,NaN
tas,MAM,rcp60,2080,NorESM1-M,5.73
tas,MAM,rcp60,2080,NorESM1-ME,5.58
tas,MAM,rcp60,2080,bcc-csm1-1-m,4.78
tas,MAM,rcp60,2080,bcc-csm1-1,4.6
tas,MAM,rcp60,2080,inmcm4,NaN
tas,MAM,rcp85,2040,ACCESS1-0,4.47
tas,MAM,rcp85,2040,ACCESS1-3,4.31
tas,MAM,rcp85,2040,BNU-ESM,5.32
tas,MAM,rcp85,2040,CCSM4,4.48
tas,MAM,rcp85,2040,CESM1-BGC,3.04
tas,MAM,rcp85,2040,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp85,2040,CESM1-CAM5,4.21
tas,MAM,rcp85,2040,CESM1-FASTCHEM,NaN
tas,MAM,rcp85,2040,CESM1-WACCM,NaN
tas,MAM,rcp85,2040,CMCC-CESM,3.21
tas,MAM,rcp85,2040,CMCC-CM,3
tas,MAM,rcp85,2040,CMCC-CMS,2.22
tas,MAM,rcp85,2040,CNRM-CM5-2,NaN
tas,MAM,rcp85,2040,CNRM-CM5,3.54
tas,MAM,rcp85,2040,CSIRO-Mk3-6-0,2.64
tas,MAM,rcp85,2040,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp85,2040,CanCM4,NaN
tas,MAM,rcp85,2040,CanESM2,5.69
tas,MAM,rcp85,2040,FGOALS-g2,3.91
tas,MAM,rcp85,2040,FGOALS-s2,NaN
tas,MAM,rcp85,2040,FIO-ESM,1.42
tas,MAM,rcp85,2040,GFDL-CM2p1,NaN
tas,MAM,rcp85,2040,GFDL-CM3,4.65
tas,MAM,rcp85,2040,GFDL-ESM2G,3.51
tas,MAM,rcp85,2040,GFDL-ESM2M,2.71
tas,MAM,rcp85,2040,GISS-E2-H-CC,1.33
tas,MAM,rcp85,2040,GISS-E2-H,2.07
tas,MAM,rcp85,2040,GISS-E2-R-CC,2.25
tas,MAM,rcp85,2040,GISS-E2-R,2.99
tas,MAM,rcp85,2040,HadCM3,NaN
tas,MAM,rcp85,2040,HadGEM2-AO,6.52
tas,MAM,rcp85,2040,HadGEM2-CC,4.59
tas,MAM,rcp85,2040,HadGEM2-ES,4.3
tas,MAM,rcp85,2040,IPSL-CM5A-LR,4.78
tas,MAM,rcp85,2040,IPSL-CM5A-MR,4.69
tas,MAM,rcp85,2040,IPSL-CM5B-LR,3.18
tas,MAM,rcp85,2040,MIROC-ESM-CHEM,6.17
tas,MAM,rcp85,2040,MIROC-ESM,6.51
tas,MAM,rcp85,2040,MIROC4h,NaN
tas,MAM,rcp85,2040,MIROC5,6.05
tas,MAM,rcp85,2040,MPI-ESM-LR,3.5
tas,MAM,rcp85,2040,MPI-ESM-MR,3.06
tas,MAM,rcp85,2040,MPI-ESM-P,NaN
tas,MAM,rcp85,2040,MRI-CGCM3,2.59
tas,MAM,rcp85,2040,MRI-ESM1,2.56
tas,MAM,rcp85,2040,NorESM1-M,3.47
tas,MAM,rcp85,2040,NorESM1-ME,4.15
tas,MAM,rcp85,2040,bcc-csm1-1-m,2.95
tas,MAM,rcp85,2040,bcc-csm1-1,3.15
tas,MAM,rcp85,2040,inmcm4,2.05
tas,MAM,rcp85,2050,ACCESS1-0,5.44
tas,MAM,rcp85,2050,ACCESS1-3,5.36
tas,MAM,rcp85,2050,BNU-ESM,6.69
tas,MAM,rcp85,2050,CCSM4,4.85
tas,MAM,rcp85,2050,CESM1-BGC,3.9
tas,MAM,rcp85,2050,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp85,2050,CESM1-CAM5,5.57
tas,MAM,rcp85,2050,CESM1-FASTCHEM,NaN
tas,MAM,rcp85,2050,CESM1-WACCM,NaN
tas,MAM,rcp85,2050,CMCC-CESM,4.21
tas,MAM,rcp85,2050,CMCC-CM,3.37
tas,MAM,rcp85,2050,CMCC-CMS,2.98
tas,MAM,rcp85,2050,CNRM-CM5-2,NaN
tas,MAM,rcp85,2050,CNRM-CM5,3.94
tas,MAM,rcp85,2050,CSIRO-Mk3-6-0,4
tas,MAM,rcp85,2050,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp85,2050,CanCM4,NaN
tas,MAM,rcp85,2050,CanESM2,6.83
tas,MAM,rcp85,2050,FGOALS-g2,4.64
tas,MAM,rcp85,2050,FGOALS-s2,NaN
tas,MAM,rcp85,2050,FIO-ESM,1.83
tas,MAM,rcp85,2050,GFDL-CM2p1,NaN
tas,MAM,rcp85,2050,GFDL-CM3,5.68
tas,MAM,rcp85,2050,GFDL-ESM2G,4.49
tas,MAM,rcp85,2050,GFDL-ESM2M,3.7
tas,MAM,rcp85,2050,GISS-E2-H-CC,2.01
tas,MAM,rcp85,2050,GISS-E2-H,2.55
tas,MAM,rcp85,2050,GISS-E2-R-CC,2.53
tas,MAM,rcp85,2050,GISS-E2-R,3.54
tas,MAM,rcp85,2050,HadCM3,NaN
tas,MAM,rcp85,2050,HadGEM2-AO,8.37
tas,MAM,rcp85,2050,HadGEM2-CC,5.78
tas,MAM,rcp85,2050,HadGEM2-ES,5.79
tas,MAM,rcp85,2050,IPSL-CM5A-LR,6.04
tas,MAM,rcp85,2050,IPSL-CM5A-MR,5.86
tas,MAM,rcp85,2050,IPSL-CM5B-LR,3.7
tas,MAM,rcp85,2050,MIROC-ESM-CHEM,7.64
tas,MAM,rcp85,2050,MIROC-ESM,7.42
tas,MAM,rcp85,2050,MIROC4h,NaN
tas,MAM,rcp85,2050,MIROC5,7.03
tas,MAM,rcp85,2050,MPI-ESM-LR,4.2
tas,MAM,rcp85,2050,MPI-ESM-MR,4.11
tas,MAM,rcp85,2050,MPI-ESM-P,NaN
tas,MAM,rcp85,2050,MRI-CGCM3,3
tas,MAM,rcp85,2050,MRI-ESM1,3.1
tas,MAM,rcp85,2050,NorESM1-M,4.22
tas,MAM,rcp85,2050,NorESM1-ME,5.15
tas,MAM,rcp85,2050,bcc-csm1-1-m,3.83
tas,MAM,rcp85,2050,bcc-csm1-1,3.99
tas,MAM,rcp85,2050,inmcm4,2.66
tas,MAM,rcp85,2080,ACCESS1-0,8.61
tas,MAM,rcp85,2080,ACCESS1-3,8.64
tas,MAM,rcp85,2080,BNU-ESM,9.16
tas,MAM,rcp85,2080,CCSM4,7.25
tas,MAM,rcp85,2080,CESM1-BGC,6.32
tas,MAM,rcp85,2080,CESM1-CAM5-1-FV2,NaN
tas,MAM,rcp85,2080,CESM1-CAM5,8.27
tas,MAM,rcp85,2080,CESM1-FASTCHEM,NaN
tas,MAM,rcp85,2080,CESM1-WACCM,NaN
tas,MAM,rcp85,2080,CMCC-CESM,6.57
tas,MAM,rcp85,2080,CMCC-CM,6.38
tas,MAM,rcp85,2080,CMCC-CMS,6.04
tas,MAM,rcp85,2080,CNRM-CM5-2,NaN
tas,MAM,rcp85,2080,CNRM-CM5,7.49
tas,MAM,rcp85,2080,CSIRO-Mk3-6-0,7.48
tas,MAM,rcp85,2080,CSIRO-Mk3L-1-2,NaN
tas,MAM,rcp85,2080,CanCM4,NaN
tas,MAM,rcp85,2080,CanESM2,10.26
tas,MAM,rcp85,2080,FGOALS-g2,7.02
tas,MAM,rcp85,2080,FGOALS-s2,NaN
tas,MAM,rcp85,2080,FIO-ESM,4.28
tas,MAM,rcp85,2080,GFDL-CM2p1,NaN
tas,MAM,rcp85,2080,GFDL-CM3,8.56
tas,MAM,rcp85,2080,GFDL-ESM2G,7.4
tas,MAM,rcp85,2080,GFDL-ESM2M,5.79
tas,MAM,rcp85,2080,GISS-E2-H-CC,4.29
tas,MAM,rcp85,2080,GISS-E2-H,4.81
tas,MAM,rcp85,2080,GISS-E2-R-CC,4.26
tas,MAM,rcp85,2080,GISS-E2-R,5.21
tas,MAM,rcp85,2080,HadCM3,NaN
tas,MAM,rcp85,2080,HadGEM2-AO,11.77
tas,MAM,rcp85,2080,HadGEM2-CC,9.54
tas,MAM,rcp85,2080,HadGEM2-ES,9.49
tas,MAM,rcp85,2080,IPSL-CM5A-LR,9.68
tas,MAM,rcp85,2080,IPSL-CM5A-MR,8.85
tas,MAM,rcp85,2080,IPSL-CM5B-LR,5.57
tas,MAM,rcp85,2080,MIROC-ESM-CHEM,10.72
tas,MAM,rcp85,2080,MIROC-ESM,10.34
tas,MAM,rcp85,2080,MIROC4h,NaN
tas,MAM,rcp85,2080,MIROC5,9.56
tas,MAM,rcp85,2080,MPI-ESM-LR,6.43
tas,MAM,rcp85,2080,MPI-ESM-MR,6.57
tas,MAM,rcp85,2080,MPI-ESM-P,NaN
tas,MAM,rcp85,2080,MRI-CGCM3,5.06
tas,MAM,rcp85,2080,MRI-ESM1,4.36
tas,MAM,rcp85,2080,NorESM1-M,7.51
tas,MAM,rcp85,2080,NorESM1-ME,8.28
tas,MAM,rcp85,2080,bcc-csm1-1-m,6.97
tas,MAM,rcp85,2080,bcc-csm1-1,7.23
tas,MAM,rcp85,2080,inmcm4,4.03
tas,JJA,rcp26,2040,ACCESS1-0,NaN
tas,JJA,rcp26,2040,ACCESS1-3,NaN
tas,JJA,rcp26,2040,BNU-ESM,4.27
tas,JJA,rcp26,2040,CCSM4,2.97
tas,JJA,rcp26,2040,CESM1-BGC,NaN
tas,JJA,rcp26,2040,CESM1-CAM5-1-FV2,NaN
tas,JJA,rcp26,2040,CESM1-CAM5,3.76
tas,JJA,rcp26,2040,CESM1-FASTCHEM,NaN
tas,JJA,rcp26,2040,CESM1-WACCM,NaN
tas,JJA,rcp26,2040,CMCC-CESM,NaN
tas,JJA,rcp26,2040,CMCC-CM,NaN
tas,JJA,rcp26,2040,CMCC-CMS,NaN
tas,JJA,rcp26,2040,CNRM-CM5-2,NaN
tas,JJA,rcp26,2040,CNRM-CM5,2.48
tas,JJA,rcp26,2040,CSIRO-Mk3-6-0,5.29
tas,JJA,rcp26,2040,CSIRO-Mk3L-1-2,NaN
tas,JJA,rcp26,2040,CanCM4,NaN
tas,JJA,rcp26,2040,CanESM2,5.86
tas,JJA,rcp26,2040,FGOALS-g2,2.45
tas,JJA,rcp26,2040,FGOALS-s2,NaN
tas,JJA,rcp26,2040,FIO-ESM,1.53
tas,JJA,rcp26,2040,GFDL-CM2p1,NaN
tas,JJA,rcp26,2040,GFDL-CM3,4.95
tas,JJA,rcp26,2040,GFDL-ESM2G,3.4
tas,JJA,rcp26,2040,GFDL-ESM2M,1.46
tas,JJA,rcp26,2040,GISS-E2-H-CC,NaN
tas,JJA,rcp26,2040,GISS-E2-H,2.38
tas,JJA,rcp26,2040,GISS-E2-R-CC,NaN
tas,JJA,rcp26,2040,GISS-E2-R,1.73
tas,JJA,rcp26,2040,HadCM3,NaN
tas,JJA,rcp26,2040,HadGEM2-AO,3.6
tas,JJA,rcp26,2040,HadGEM2-CC,NaN
tas,JJA,rcp26,2040,HadGEM2-ES,4.94
tas,JJA,rcp26,2040,IPSL-CM5A-LR,2.97
tas,JJA,rcp26,2040,IPSL-CM5A-MR,3.77
tas,JJA,rcp26,2040,IPSL-CM5B-LR,NaN
tas,JJA,rcp26,2040,MIROC-ESM-CHEM,5.87
tas,JJA,rcp26,2040,MIROC-ESM,5.18
tas,JJA,rcp26,2040,MIROC4h,NaN
tas,JJA,rcp26,2040,MIROC5,3.75
tas,JJA,rcp26,2040,MPI-ESM-LR,2.87
tas,JJA,rcp26,2040,MPI-ESM-MR,2.79
tas,JJA,rcp26,2040,MPI-ESM-P,NaN
tas,JJA,rcp26,2040,MRI-CGCM3,1.88
tas,JJA,rcp26,2040,MRI-ESM1,NaN
tas,JJA,rcp26,2040,NorESM1-M,3.68
tas,JJA,rcp26,2040,NorESM1-ME,3.75
tas,JJA,rcp26,2040,bcc-csm1-1-m,3.35
tas,JJA,rcp26,2040,bcc-csm1-1,3.57
tas,JJA,rcp26,2040,inmcm4,NaN
tas,JJA,rcp26,2050,ACCESS1-0,NaN
tas,JJA,rcp26,2050,ACCESS1-3,NaN
tas,JJA,rcp26,2050,BNU-ESM,4.19
tas,JJA,rcp26,2050,CCSM4,2.58
tas,JJA,rcp26,2050,CESM1-BGC,NaN
tas,JJA,rcp26,2050,CESM1-CAM5-1-FV2,NaN
tas,JJA,rcp26,2050,CESM1-CAM5,3.84
tas,JJA,rcp26,2050,CESM1-FASTCHEM,NaN
tas,JJA,rcp26,2050,CESM1-WACCM,NaN
tas,JJA,rcp26,2050,CMCC-CESM,NaN
tas,JJA,rcp26,2050,CMCC-CM,NaN
tas,JJA,rcp26,2050,CMCC-CMS,NaN
tas,JJA,rcp26,2050,CNRM-CM5-2,NaN
tas,JJA,rcp26,2050,CNRM-CM5,2.84
tas,JJA,rcp26,2050,CSIRO-Mk3-6-0,5.29
tas,JJA,rcp26,2050,CSIRO-Mk3L-1-2,NaN
tas,JJA,rcp26,2050,CanCM4,NaN
tas,JJA,rcp26,2050,CanESM2,6.09
tas,JJA,rcp26,2050,FGOALS-g2,3
tas,JJA,rcp26,2050,FGOALS-s2,NaN
tas,JJA,rcp26,2050,FIO-ESM,1.23
tas,JJA,rcp26,2050,GFDL-CM2p1,NaN
tas,JJA,rcp26,2050,GFDL-CM3,5.42
tas,JJA,rcp26,2050,GFDL-ESM2G,2.83
tas,JJA,rcp26,2050,GFDL-ESM2M,1.71
tas,JJA,rcp26,2050,GISS-E2-H-CC,NaN
tas,JJA,rcp26,2050,GISS-E2-H,2.25
tas,JJA,rcp26,2050,GISS-E2-R-CC,NaN
tas,JJA,rcp26,2050,GISS-E2-R,1.91
tas,JJA,rcp26,2050,HadCM3,NaN
tas,JJA,rcp26,2050,HadGEM2-AO,4.09
tas,JJA,rcp26,2050,HadGEM2-CC,NaN
tas,JJA,rcp26,2050,HadGEM2-ES,5.21
tas,JJA,rcp26,2050,IPSL-CM5A-LR,3.24
tas,JJA,rcp26,2050,IPSL-CM5A-MR,3.65
tas,JJA,rcp26,2050,IPSL-CM5B-LR,NaN
tas,JJA,rcp26,2050,MIROC-ESM-CHEM,5.57
tas,JJA,rcp26,2050,MIROC-ESM,5.72
tas,JJA,rcp26,2050,MIROC4h,NaN
tas,JJA,rcp26,2050,MIROC5,3.44
tas,JJA,rcp26,2050,MPI-ESM-LR,2.96
tas,JJA,rcp26,2050,MPI-ESM-MR,2.75
tas,JJA,rcp26,2050,MPI-ESM-P,NaN
tas,JJA,rcp26,2050,MRI-CGCM3,1.77
tas,JJA,rcp26,2050,MRI-ESM1,NaN
tas,JJA,rcp26,2050,NorESM1-M,3.88
tas,JJA,rcp26,2050,NorESM1-ME,3.78
tas,JJA,rcp26,2050,bcc-csm1-1-m,3.1
tas,JJA,rcp26,2050,bcc-csm1-1,3.39
tas,JJA,rcp26,2050,inmcm4,NaN
tas,JJA,rcp26,2080,ACCESS1-0,NaN
tas,JJA,rcp26,2080,ACCESS1-3,NaN
tas,JJA,rcp26,2080,BNU-ESM,3.79
tas,JJA,rcp26,2080,CCSM4,2.84
tas,JJA,rcp26,2080,CESM1-BGC,NaN
tas,JJA,rcp26,2080,CESM1-CAM5-1-FV2,NaN
tas,JJA,rcp26,2080,CESM1-CAM5,3.62
tas,JJA,rcp26,2080,CESM1-FASTCHEM,NaN
tas,JJA,rcp26,2080,CESM1-WACCM,NaN
tas,JJA,rcp26,2080,CMCC-CESM,NaN
tas,JJA,rcp26,2080,CMCC-CM,NaN
tas,JJA,rcp26,2080,CMCC-CMS,NaN
tas,JJA,rcp26,2080,CNRM-CM5-2,NaN
tas,JJA,rcp26,2080,CNRM-CM5,3.18
tas,JJA,rcp26,2080,CSIRO-Mk3-6-0,5
tas,JJA,rcp26,2080,CSIRO-Mk3L-1-2,NaN
tas,JJA,rcp26,2080,CanCM4,NaN
tas,JJA,rcp26,2080,CanESM2,5.6
tas,JJA,rcp26,2080,FGOALS-g2,2.84
tas,JJA,rcp26,2080,FGOALS-s2,NaN
tas,JJA,rcp26,2080,FIO-ESM,0.36
tas,JJA,rcp26,2080,GFDL-CM2p1,NaN
tas,JJA,rcp26,2080,GFDL-CM3,6.14
tas,JJA,rcp26,2080,GFDL-ESM2G,0.89
tas,JJA,rcp26,2080,GFDL-ESM2M,2.77
tas,JJA,rcp26,2080,GISS-E2-H-CC,NaN
tas,JJA,rcp26,2080,GISS-E2-H,2.1
tas,JJA,rcp26,2080,GISS-E2-R-CC,NaN
tas,JJA,rcp26,2080,GISS-E2-R,0.54
tas,JJA,rcp26,2080,HadCM3,NaN
tas,JJA,rcp26,2080,HadGEM2-AO,4.44
tas,JJA,rcp26,2080,HadGEM2-CC,NaN
tas,JJA,rcp26,2080,HadGEM2-ES,4.6
tas,JJA,rcp26,2080,IPSL-CM5A-LR,3.94
tas,JJA,rcp26,2080,IPSL-CM5A-MR,3.41
tas,JJA,rcp26,2080,IPSL-CM5B-LR,NaN
tas,JJA,rcp26,2080,MIROC-ESM-CHEM,5.1
tas,JJA,rcp26,2080,MIROC-ESM,5.85
tas,JJA,rcp26,2080,MIROC4h,NaN
tas,JJA,rcp26,2080,MIROC5,3.77
tas,JJA,rcp26,2080,MPI-ESM-LR,2.25
tas,JJA,rcp26,2080,MPI-ESM-MR,2.12
tas,JJA,rcp26,2080,MPI-ESM-P,NaN
tas,JJA,rcp26,2080,MRI-CGCM3,2.15
tas,JJA,rcp26,2080,MRI-ESM1,NaN
tas,JJA,rcp26,2080,NorESM1-M,4.16
tas,JJA,rcp26,2080,NorESM1-ME,3.83
tas,JJA,rcp26,2080,bcc-csm1-1-m,2.77
tas,JJA,rcp26,2080,bcc-csm1-1,2.66
